comments,predicted_sentiment
"Sangat di sayangkan Indonesia di obrak Abrik seperti sekarang,saya sangat khawatir melihat perkembangan ini, sangat berbahaya Jika mau membuat kekuasaan dinasti family di Indonesia tidak bisa di biarkan sangat berbahaya untuk demokrasi Ini akan menjadi catatan di masa depan nanti yang akan di bahas 5 - 10 tahun ke depan atau bahkan  setelah di selenggarakan pemilihan presiden yang akan datang akan memberikan kericuhan nanti yang akan kita takut kan karena keputusan ini",negative
"Mk  ,manusia   k  kotor,",positive
"Ketika semua pakar hukum tata negara bersuara pelanggaran konstitusi, hanya Mahfud MD yg terdiam karena mulutnya dikunci jabatan. ""Jangankan manusia, malaikat pun bisa jadi iblis kalau masuk ke sistem""",negative
"Bukan hanya soal putusan MK, demokrasi indonesia sudah hancur dari dulu, kaling, kadus dan ASN lainya tidak pernah netral pada setiap pemilu baik tingkat desa sampai pemili tingkat presiden",positive
"Syarat KPU adalah kepala daerah jd cawapres akan ijin dari presiden.....disitu akan memperjelas dan kita sdh menjudge jokowi. Krn jokowi jg membiarkan anaknya dlm 3 hari sdh jd ketum psi itu jelas merusak sistem pembinaan, kaderisasi partai......instant....tdk mendidik",negative
"Segera turunkan ketua mk, jk tdk ingin putusan2 mk memihak saat kasus2 pemilu dan.pilpres nanti, nanti partainya bos pisang di menangkan utk raih 8%",negative
"RAJA KHIANAT akan ku sematkan utk keluarga dari tepi bengawan solo, yg membuat keluarganya spt orba, dan mendukung penikmat kkn orba",negative
Pencerahan yg luar biasa dr seorang pakar yg tepat,negative
"""Don't judge book by the cover"". Dari luar polos dan sederhana, tapi dari dalam licik dan penuh ambisi.",negative
setelah ini tinggal edit quick count dan hasil akhir udahhhh rebessssss dahhh,negative
Salahpilih presiden.. Indonesia dikuasai Mavia oligarki,positive
Intinya KKN gk usa terbelit2,negative
"Dan saya menilai bhw ketua MK kurang cerdas dlm bertindak. Jika ketua MK jauh2 hari menolak semua gugatan dg alasan yg jelas bhw itu kewenangan DPR, mk kegaduhan tdk terjadi. Bpk Jokowi sbg presiden juga sedang menguji kemampuan kecerdasan MK, sejauh mana hati nurani bisa membaca sikon, aplg posisi mas Gibran sbg putra presiden, mk MK dlm hal ini, ketua MK tidak peka. Maka kita sbg orang awam, hrs berbaik sangka kpd bpk Presiden jangan buru2 menghakimi..",negative
Bpk Jokowi tetap dukung mas Ganjar.,positive
80% masyarakat puas sm si joko dari mana sih? Di kolom komen kok bertolak belakang,negative
SBY  PRESIDEN PRIHATIN PRIHATUN . PRESIDEN HAMBALANG,positive
Aku suka jokowi . Sebab jokowi presiden negara repoblik indonesia,negative
"Dari narsum yg gw ikutin full ""Narasi, FNN, Rocky Gerung, Abraham Samad, Novel Baswedan, Dll."" suaranya (isi berita) sama, beda penyampaiannya saja. Intinya dibawah pemerintahan sekarang ""DEMOKRASINYA SANGAT, SANGAT, SANGAT KACAU""",negative
rusak dah hukum diindonesia bisa diatur seenak jidat khusus buat anak presiden....kacau,negative
"Apapun keputusannya, Jokowi yg salah.. ",positive
"YANG SALAH DALAM KEPUTUSAN MK (MAHKAMAH KONSTITUSI) adalah MOMENTUMNYA..!!! SEANDAINYA MOMENTUM KEPUTUSAN MK SESUDAH PEMILU,, PASTI MASYARAKAT BISA MEMAHAMI KEPUTUSAN TERSEBUT..",negative
Sedikit lagi Berhasil Nih jadi negara Dinasti ..  Mengerikan,negative
"Sebelum negara bernar"" berdaulat, Hukum seharusnya menjadi panglima tertinggi dalam negara demokrasi. Tapi justru saat ini semakin rapuh posisinya di Indonesia setelah terang""an berselingkuh dengan politik. Akhirnya, yang tampak hukum hanya jadi tukang pukul bagi kelompok tertentu pada kelompok lain yang tidak disukainya. Sempat berharap pada RI 1, Menkopolhukam, dan orang-orang dianggap baik awalnya, tapi sampai pada bunyi yang sama, Kita kecewa!!!",positive
"saya dari lombok tidak perduli siapapun calon presiden RI saat ini, saya hanya ingin memilih capres dan cawapres yang berani memberikan harga Beras Rp.5.000 dan BBM Rp.5.000 selama 5 tahun mereka menjabat, percuma juga mata najwa buat diskusi seperti ini kalau ujung2nya tidak ada manfaat untuk rakyat. Percuma hanya demi konten belaka. Rakyat saat ini butuh makan, butuh pekerjaan, butuh BBM murah, butuh beras murah, bukan butuh diskusi yang tidak jelas.",positive
"ag kecewa ama pak jokowi,,,ufa waktunya  lengser",positive
"kekuasaan bisa membuat seseorang merasa menjadi dewa, tapi rakyat makin cerdas. dan hanya orang dungu yang mendewakannya.",positive
Apa dasar Pak Jokowi melarang PSI untuk mengajukan hal tersebut? Apakah PSI juga punya hak?,negative
"Orang2 hanya melihat putusan saat ini saja tapi mereka lupa justru ini memperluas kesempatan orang untuk ikut pilpres di masa depan terutama utk org yg punya pengalaman dalam pemerintahan tapi belum cukup umur. Mereka tidak suka karena timingnya dekat dengan isu Gibran. Malah saya pingin batas usia 17 tahun saja karena orang yg berhak memilih, berhak juga untuk dipilih.",negative
"Saya juga sempat heran,ketika tiba2 Gibran mencalonkan walkot Solo, pernyataan sebelumnya nggak mau berpolitik, lalu menantunya,anak bungsunya yang ujug2 ketua parpol.",positive
Setelah melakukan banyak blunder Bapak itu akan pensiun dengan damai,negative
"Kalo nanti hasil pemilu ada yg gak terima jangan kaget kalo bakalan ricuh dan rusuh, karena MK sebagai pengadil puncak saja sudah tidak bisa dipercaya, semua salah siapa? u know who",negative
Pengetahuan kita terlalu kerdil utk urusan dan cara2 pak jokowi melindungi rakyat indonesia,negative
"Kenapa kalau tidak sesuai dengan keinginan kita yang disalahkan  selalu pak iokowi, aneh",positive
"Rezim paling kotor sejauh ini. Ketok palu UU tengah malam, minta didemo tapi tiap ada demo malah kabur, pilkada dilakukan pas lagi pandemi (maksa banget karena keluarga semua ikut pilkada) , tapi ada wacana pemilu diundur padahal pandemi udah lewat, lalu anak mantu semua jadi kepala daerah. Padahal awal2 ditanya soal politik mereka gamau nyemplung politik, lah ujung2nya semuanya loh SEMUANYA masuk politik. Apa namanya kalo bukan politik dinasti? Apa namanya kalo bukan AJI MUMPUNG? Gimana pendukungnya, ANDA SENANG, ANDA PUAS??? Masih belum terbuka mata hati kalian?? Nasib dan suara rakyat sebercanda itu buat mereka. Ya Allah, selamatkan negara ini. Saya khawatir nasib anak cucu saya kelak kalo rezim seperti ini yg berkuasa. Mereka benar2 menghalalkan segala cara untuk memimpin, apapun dilakukan agar mereka yg menang. Tolong kirim azab ke mereka2 yg zolim dan curang..",negative
"Miris, bukan cuman uang yg di korup... Pemikiran juga di korup lewat keputusan dan peraturan2 yg tidak berpihak ke masyarakat....",negative
MK = MAHKAMAH KELUARGA,negative
Sepakat,negative
"Keren penjelasannya, jadi paham sekarang",positive
Saya ingin ketegasan presiden berani pecat ketum hakim MK yg sudah tercoreng Demokrasi reformasi atau menolak gibran jdi wapres... Kalau ada ketidak jujuran di pemilu pileg pilda apa masih percaya ama MK lgi...,positive
Periksa mk siapa tau ada donoran dari mbah wowo,positive
"Semua akibat paman sayang ponakan, bapak sayang anaknya, tapi dengan cara yang salah. Karena nila setitik rusak susu sebelanga. Akankah Jokowi dan Gibran jadi malin kundang? Kita tunggu saja",negative
Soal umur 40 tahun itu adalah sesuatu yg dalam uu itu tidak bisa disiasati. Biarpun disiasati dengan alasan apa pun umur Capres dan Cawapres adalah tetap 40 tahun. Kecuali merobah UU dan menurunkannya.,negative
Mahkamah Keluarga is riil...,positive
"Biasanya patah itu jadi 2,3 dst.kalu.pecah baru berkeping .MK mungkin cacat hukum.tapi terbuka celah bagi generasi muda 30 th menjadi pemimpin negri ,2029 siapa tahu ada pemimpin baru , energi baru demi Indonesia maju",negative
Mbak nana tolong dong wawancarai jg almas staqibbiru mahasiswa solo yg tbtb muncul usul ke MK ...,positive
Itulah terlalu keasikan menyerang akhirnya kebobolan.Ini salah satu bukti bagaimana rezim mau ngangkat martabat anak2nya ehhh malah menghancurkan dirinya sendiri..gibran msh terlalu muda msh bisa bertarung 20 tahun lagi kok kaesang juga msh bisa bertarung 30 thn lagi tapi perlu Proses berpolitik yg matang dan cerdas klo hanya asal2an ya percuma...jangan sampai Ketakutan yg berlebihan membuat keputusan yg malah bkjin runyam paling enak itu Legowo ikhlas wong bentar lagi mau Pamitan nggak usah membuat yg aneh2 malah bikin orang Curiga karena Takut diganti?,negative
Namanya bapak sayamg anak. 1001 cara siap dilakukan. Kkn model baru.,positive
Gak perlu ribut.jng dipilih saja selesai.rakyat kompak toh gak bisa jadi.buang energi saja.apalagi chaos.,positive
Baru x ini nyata ada kepentingan u  penerus kel tahta kekuasaan jabatan bkn anti anakmuda tp prestsiyaapa kinerjanya apa soksesnya dimana baru 2th  dr jualan2 tia2 jadi tanpa prestasi sdh lm dilersiapkan apa kata pengamat Butet. Arifin dll . ayo.rakyat buka mata pilihan yg benar2 u bangsa neg bkn pejuang u kel tahta kekuasaan jabatan kerakusan2 kekuasaan g  berprestasi g ada kinerjanya nyata hanya  aji mumpung kapanlagi ada kesempatan g 2x ini lah waktu yg tepat g perlu prestasi cukup pencitraan bkn anti anak mudz tp klo berprestasi pintar cerdas berkelas  sdh lm d parpol bkn ujuk2 d wali ini nyata bro baru 2 th paling sokses yg ngerjsin sopo kok bisa semua sdh diatur n kekuasaan  hrs sadar malu2in tapi mo  g berprestasi,positive
"Bahkan 90% dprd Boyolali isinya partai merah, dan calon dprd nanti ada yang pernah tersandung korupsi wkwk, sepanjang jalan isinya bendera partai merah kebanyakan",negative
Saya sedih sekali jokowi yg saya pilih 2 periode dan saya anggap baik ternyata haus kekuasaan dan politik dinasti pdhal dulu klo ditanya anak biar bisnis aja tp skrg rakyat bisa menyaksikan nya dan ingat pak jokowi rakyat udah pd cerdas tdk bisa dibodohi lg,positive
"dah lah orang tua2 jgn giring putusan mk kmana2 ,kita anak muda lebih produktif dari pd kalian jgn remehin generasi muda",negative
Di mata banteng itu orang Baik bisa dianggap Jahat kalau sudah tidak sejalan lagi. Begitulah rumus politik mereka. Ingat ya Pak Jokowi yg berperan besar menaikkan elektabilitas PDIP,negative
Kenapa nggak sekalian presiden nya yg boleh nyalon max umur 45 gitu biar seru tambahan di Indonesia ini..,positive
"misal kita pisahkn, diluar adanya sosok gibran dan jokowi, dan keputusan yg dianggap melanggar kewenangan yg harusnya dilakukan demons bukan yuris, apakah jg banyak orang yg setuju dgn batas usia capres cawapres minimal 35tahun dan atau pernah/sedang menjadi kepala daerah/pemerintahan?",negative
Yang pro aja jadi kontra apalagi yang kontra maka akan berpesta pora,positive
"Kirain Banten doang yg politik dinasti, ternyata makin lama sampe tingkat nasional ",positive
Ini adalah pembawa berita milut bacot pembelah masyarakat.,positive
Andai tidak ada Gibran. Apakah keputusan MK tetap salah?,positive
"Karena pas RUU nya diajukan, dan pemerintahan Jokowi tidak mengajukan syarat minimal umur calon presiden itu minimal 30-35 tahun, maka setidaknya sampai beberapa bulan yg lalu Jokowi secara pribadi dan atau pemerintahan Jokowi memang tidak menjalankan skenario untuk mendorong Gibran untuk menjadi Presiden/Wapres. Tapi bisa jadi karena hasil polling beberapa bulan terakhir ini menunjukan Ganjar kalah lawan Prabowo (khususnya paska kasus Piala Dunia), maka patut diduga Jokowi mencoba memperkuat investasi politiknya di Prabowo. Tak hanya mengendorse saja, tapi juga memasukkan inbreng kedalamnya Jadi logika Jokowi masih terkait keyakinannya tentang  bonus demographi.",negative
Masihkah kalian percaya MK?,positive
"Jokowi itu seperti orang tidak tau malu, mengakali konstitusi demi ambisi keluarga.. Di pikir rakyat Indonesia itu bodoh",negative
"Pengamen itu mengharapkan uang, tpi minta foto nick",negative
"BHAJINGAN THOLOL.... Otaknya ga secanggih itu, ini bukan ulahnya... INI ULAH BHAJINGAN YG LEBIH JAHAT LAGI, YG MENGGUNAKAN SIJOKO & KELUARGA SBG BONEKANYA .... 2014 taun lalu dia menamg karena, BIAYA DARI OLIGARKI JAHAT SOGOKAN POLITIK + BIAYA DARI OLIGARKI JAHAT PENGGERAK BUZZERP... bgtukan ?",negative
"Kalau Jokowi masih mengijinkan Gibran jadi Cawapres dengan keputusan MK ... berarti selesailah Jokowi. Saya adalah pendukung Jokowi, bukan PDIP ya, tapi kalau endingnya seperti ini, Gibran maju, berarti  tidak husnul khotimah....",positive
"lagu baru , bergaya ORBA",positive
"you know? polhukam yang biasanya behalo-halo tentang keanehan'' hukum di indonesia, sedang disibukkan dengan pencalonan. anomali yang aneh",negative
"Treshold 0% ditolak berkali-kali hingga tidak bisa mengasih kesempatan capres non partai tapi batasan umur bisa dikabulkan karena ada anak lurah mau nyalon lurah, Ratusan mahasiswa demo gak didengarkan, 1 orang pendukung anak langsung didengerin MK Mantap emang hukum konoha hukum mengikuti kebutuhan oligarki",positive
"kalau di film, bisa jadi putusan itu memang ada campur tangan presiden, tapi yang menjadi keseruannya adalah dua kemungkinan; apakah si presiden memang benar"" di kubu salah satu capres dengan juga menyiapkan warisan untuk anaknya, atau apa yang dilakukan presiden ini adalah strategi dari partai untuk melemahkan si capres dengan menggunakan reaksi masyarakat yang kurang baik terhadap putusan tersebut, atau atau atau lainnya!!!? ",positive
ente pada kemana dulu...yang dulu pas jadi moderator debat capres saya tidak akan melupakan bagaimana anda waktu itu...,positive
Rezim jokowew nih bos,positive
"Narasumber sebaiknya jangan berandai-andai....seolah-olah putusan MK adalah bagian dari skenario dari Pak Jokowi. Sebaiknya konstruksi berpikirnya harus positip, karena sampai saat ini belum ada satu bukti pun bahwa keputusan dimaksud adalah skenario Pak Jokowi dan keluarganya. Semua orang harus terlebih dahulu menunggu statement dari Pak Jokowi.",negative
Asik mas Uceng,negative
ATURAN TUHAN AJA BANYAK YG LANGGAR KOK APALAGI ATURAN MANUSIA ....WIS SAKAREPMU LAH...PADA AKHIRNYA RAKYAT YG PILIH JUGA.....GITU AJA KOK REPOT,positive
Kapan yaaa mata najwa angkat masalah ..... kopi sianida,positive
"Menurut saya sebenarnya cerdik juga strategi jokowi & partai banteng. Mereka memperlihatkan hubungan renggang padahal dibalik layar mereka bersekongkol untuk menumbalkan marwah Mahkamah Konstitusi, gibran & prabowo demi memajukan elektabilitas seorang ganjar. Beberapa waktu yang lalu santer diisukan bahwa gibran akan menjadi cawapres prabowo, isu ini dimanfaatkan demi menjadikan simpati publik beralih kembali ke ganjar yang sebenarnya sempat rendah elektabilitasnya di mata publik bebrapa waktu belakangan sebelum putusan MK ini diumumkan. strategi ini jika dijelaskan secara singkat : 1. elektabilitas ganjar tidak bagus, 2. cari isu politik untuk memajukan ganjar, 3. isu politik ketemu dengan cara tumbalkan marwah MK, gibran & prabowo di mata publik hingga membuat kesan politik dinasti menggelora, 4. pdip ambil momentum langsung umumkan Mahfud MD dengan track record bagus jadi cawapres ganjar, 5. popularitas ganjar kembali naik signifikan... Saya tidak tahu nama strategi ini apa tapi ini benar-benar strategi politik yang sangat licik demi meneruskan legacy seorang jokowi & pdip. satu2nya pihak yang berada di luar kontrol jokowi & pdi adalah anies baswedan. kalau sampai anies yang terpilih maka legacy jokowi terancam. Apapun akan dilakukan pihak jokowi & pdip untuk menghalangi anies jadi presiden. kalau misalnya secara elektabilitas ganjar masih kalah dari anies, mereka masih punya 1 kartu truf, KP* & Baw*slu yang kemungkinan besar juga sudah disusupi kepentingan politik akan digunakan untuk menjegal anies. ""Catatan : analisis awam ini tidak bertujuan memihak siapapun, wong sy bakalan golput juga nanti. Tiada satupun calon yg sy percayai. Demokrasi kita sudah lama rusak sejak banteng berkuasa.""",negative
MK sdh berkali2 Offside. Hukum sdh hancur di negeri ini.,positive
"masihkah ada trust atas demokrasi saat ini.... bagaimana integritas MK ke depannya??? bagaimana jika terjadi perselisihan spt pilpres tahun 2019??? bagaimana dengan lembaga yang lain??? KPU??? Bawaslu??? masih adakah trust, sementara presiden sudah jelas-jelas mendeclare akan ""cawe-cawe"" atas urusan ini.... saat ini terbukti sangat jelas cawe-cawenya??? meskipun masih malu-malu mengakuinya???",negative
Wow... Negarku eee.... Pemimpinku  jauh dari kata bijaksana. Ampun dah. Apa Kabar anak muda. Ayo buat perubahan. Kita pemilik negara ini so berpikir kritis yo,positive
Bu Megawati tolongin negara ini .. dulu yg menunjuk.bu mega skrg arogan bikin oligarchi  ingin memiliki indonesia   tolonglah mau dirampok untuk keluarganya dg jalan KKN ...,negative
"badut badut politik bahas dinasti politik,sedangkan hulunya parpol dinasti saja mereka diam saja... kalau parpolnya sebagai hulunya sistem dinasti sistem penunjukan dan aklamasi maka bagaimana dengan hilirnya ????",negative
KKN hrs dibrantas di bumi indonesia. Parah.. sudah menggila.,positive
Anak muda. YG. Tdk.mempunyai kapabilitas. Pikirannya. Hanya utk. Berkuasa.  Utk apa ??? Klu presidennya sdh. Tua. Dan  beruwayat. Sakit strok.  Wapresnta. Masih Belajar. ...terus mau dibawa kemana.  H BANGSA  dan NEGARA  ini ???,positive
Presiden kita ini Hitler indonesia.,positive
Usman ini hrs di copot bikin ribut juga... dasar kekuarga besar ini ruwet .. dulu bukan siapa2 setelah menjabat tergila gila dg jabatan.... mabok pangkat...  kere munggah mbale  .. wiraswasta kok dijadikan pejabat2 negara ya rusak.   Bancakan. Pesta pora  keenakan.,negative
Dengan membiarkan baliho .gibran prabowo. Dimana mana. Itu. Adalah. Suatu sikap jokowi. Ijinkan mereka berpasangan. ....masalah MK. Klu menurut. Sy pasti. Jokowi cawe2. ..dibuatlah drama.  Beberapa bulan yll. Skenario. Dibuat. Secara matang. ..DG melibatkan PSI. Knp PSI. ??  Karena PSI   mengkultuskan jokowi. DIMANFAATKN  utk sandaran jokowi. ...utk. kaesang. Jd ketum. Itu hanya seremonial aja.  Sebelumnya. Mereka sdh sering ketemu. Utk mengskenariokn. Drama. Sesuai tujuan. Mencipta dinasti politik. ...YG jelas JOKOWI. Ingin. Melanggengkan  kekuasaannya. DG melakukan segala cara. Termasuk berkhianat pd. Ibu mega. Dan PDIP.   Kenapa harus gandeng. Gerindra??    Jawabnya.  Karena prabowo. Berambisi. Berkuasa  akhirnya. DIMANFAATKN. ...ini. lah yg. Terjadi. ...politik dinasti. Menurut Sy.  Membahayakan. Demokrasi.  Karena.  Akan terus. Bermain dg. Hukum  dg tata negara. DG segala Cara.  ..ini bahaya. . Syarat dg. Maling. Uang negara. Utk kepentingan pribadi. Dan kroni2nya. Sbg  sahabat. YG mensepakati. Kejahatan . Negara.,negative
